# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Thu Jul 25 08:34:27 2024,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: *,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,
# COLUMN st_lum:         Stellar Luminosity [log(Solar)],,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,
#,,,,,,,,,,,
pl_name,sy_pnum,discoverymethod,pl_orbsmax,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist
Kepler-821 b,1,Transit,0.0282,,0,5155,0.78,0.81,,4.56,614.571
Kepler-821 b,1,Transit,,,,5191,0.8,0.84,,4.56,614.571
Kepler-821 b,1,Transit,,,,5194,0.8,,,,614.571
Kepler-821 b,1,Transit,0.028,,0,5119,0.75,0.76,,4.57,614.571
Kepler-821 b,1,Transit,,,,5074,0.85,0.85,-0.364,4.51,614.571
Kepler-822 b,1,Transit,,,,5680,0.99,,,,860.391
Kepler-822 b,1,Transit,0.0412,,0,5823,0.96,0.9,,4.43,860.391
Kepler-822 b,1,Transit,,,,5928,1.08,1.06,,4.4,860.391
Kepler-822 b,1,Transit,0.0412,,0,5823,0.96,0.9,,4.43,860.391
Kepler-822 b,1,Transit,,,,5677,1.03,1.01,-0.005,4.42,860.391
Kepler-822 b,1,Transit,0.042,,0,5836,0.98,0.95,,4.43,860.391
Kepler-822 b,1,Transit,0.0412,,0,5823,0.96,0.9,,4.43,860.391
Kepler-822 b,1,Transit,,,,5677,1.03,1.01,-0.005,4.42,860.391
Kepler-822 b,1,Transit,0.0412,,0,5823,0.96,0.9,,4.43,860.391
Kepler-823 b,1,Transit,0.0523,,0,5739,1.18,1.1,,4.33,1389.27
Kepler-823 b,1,Transit,,,,5643,0.96,0.98,,4.47,1389.27
Kepler-823 b,1,Transit,0.0523,,0,5739,1.18,1.1,,4.33,1389.27
Kepler-823 b,1,Transit,,,,5570,1.58,0.98,0.335,4.03,1389.27
Kepler-823 b,1,Transit,,,,5570,1.58,0.98,0.335,4.03,1389.27
Kepler-823 b,1,Transit,,,,5686,1.48,,,,1389.27
Kepler-823 b,1,Transit,0.048,,0,5554,1.01,0.85,,4.36,1389.27
Kepler-823 b,1,Transit,0.0507,,0,5689,1.31,1,,4.2,1389.27
Kepler-823 b,1,Transit,0.0523,,0,5739,1.18,1.1,,4.33,1389.27
Kepler-824 b,1,Transit,0.055,,0,5940,1.22,1.09,,4.31,1201.4
Kepler-824 b,1,Transit,,,,5939,1.11,,,,1201.4
Kepler-824 b,1,Transit,0.0568,,0,6235,1.2,1.2,,4.35,1201.4
Kepler-824 b,1,Transit,0.055,,0,6157,1.07,1.07,,4.41,1201.4
Kepler-824 b,1,Transit,0.0568,,0,6235,1.2,1.2,,4.35,1201.4
Kepler-824 b,1,Transit,,,,6035,1.22,1.15,,4.32,1201.4
Kepler-824 b,1,Transit,,,,5975.64,1.07,1.1,0.122,4.42,1201.4
Kepler-824 b,1,Transit,,,,5975.64,1.07,1.1,0.122,4.42,1201.4
Kepler-824 b,1,Transit,0.0568,,0,6235,1.2,1.2,,4.35,1201.4
Kepler-825 b,2,Transit,0.0453,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 b,2,Transit,0.0453,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 b,2,Transit,,,,6192,1,1.19,0.12,4.52,807.85
Kepler-825 b,2,Transit,0.049,,0,6290,1.09,1.12,,4.41,807.85
Kepler-825 b,2,Transit,,,,6222,1.06,,,,807.85
Kepler-825 b,2,Transit,,,,6192,1,1.19,0.12,4.52,807.85
Kepler-825 b,2,Transit,0.0453,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 b,2,Transit,,,,5976,1.08,1.03,,4.39,807.85
Kepler-825 b,2,Transit,0.0453,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 c,2,Transit,,,,6192,1,1.19,0.12,4.52,807.85
Kepler-825 c,2,Transit,,,,6192,1,1.19,0.12,4.52,807.85
Kepler-825 c,2,Transit,0.0759,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 c,2,Transit,0.0759,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 c,2,Transit,,,,5976,1.08,1.03,,4.39,807.85
Kepler-825 c,2,Transit,,,,6192,1,1.19,0.12,4.52,807.85
Kepler-825 c,2,Transit,,,,6222,1.06,,,,807.85
Kepler-825 c,2,Transit,0.083,,0,6290,1.09,1.12,,4.41,807.85
Kepler-825 c,2,Transit,0.0759,,0,6224,0.97,0.87,,4.4,807.85
Kepler-825 c,2,Transit,0.0759,,0,6224,0.97,0.87,,4.4,807.85
Kepler-826 b,1,Transit,0.0512,,0,5977,0.8,0.89,,4.58,779.596
Kepler-826 b,1,Transit,,,,6010,1.4,,,,779.596
Kepler-826 b,1,Transit,0.0512,,0,5977,0.8,0.89,,4.58,779.596
Kepler-826 b,1,Transit,,,,6079,1.15,1.05,,4.34,779.596
Kepler-826 b,1,Transit,,,,6160.28,1.31,1.17,0.349,4.27,779.596
Kepler-826 b,1,Transit,0.0512,,0,5977,0.8,0.89,,4.58,779.596
Kepler-826 b,1,Transit,0.0528,,0,6060,1.26,0.97,,4.23,779.596
Kepler-826 b,1,Transit,,,,6160.28,1.31,1.17,0.349,4.27,779.596
Kepler-826 b,1,Transit,0.054,,0,6038,0.95,1.05,,4.51,779.596
Kepler-827 b,1,Transit,,,,5565,1.4,0.98,0.232,4.13,2046.68
Kepler-827 b,1,Transit,,,,5674,1.38,,,,2046.68
Kepler-827 b,1,Transit,,,,5565,1.4,0.98,0.232,4.13,2046.68
Kepler-827 b,1,Transit,0.2648,,0,5735,0.83,0.92,,4.56,2046.68
Kepler-827 b,1,Transit,0.2648,,0,5735,0.83,0.92,,4.56,2046.68
Kepler-827 b,1,Transit,0.269,,0,5738,0.85,0.96,,4.56,2046.68
Kepler-827 b,1,Transit,0.2742,,0,5671,1.44,1.02,,4.13,2046.68
Kepler-827 b,1,Transit,,,,5602,0.91,0.93,,4.5,2046.68
Kepler-827 b,1,Transit,,,,5565,1.4,0.98,0.232,4.13,2046.68
Kepler-827 b,1,Transit,0.2648,,0,5735,0.83,0.92,,4.56,2046.68
Kepler-828 b,1,Transit,,,,4965,0.72,,,,575.322
Kepler-828 b,1,Transit,0.0125,,0,5073,0.85,0.81,,4.48,575.322
Kepler-828 b,1,Transit,0.0124,,0,5076,0.73,0.79,,4.61,575.322
Kepler-828 b,1,Transit,,,,5039,0.77,0.81,,4.58,575.322
Kepler-828 b,1,Transit,0.012,,0,5070,0.7,0.78,,4.64,575.322
Kepler-828 b,1,Transit,0.0124,,0,5076,0.73,0.79,,4.61,575.322
Kepler-828 b,1,Transit,,,,4954,0.73,0.82,-0.543,4.63,575.322
Kepler-828 b,1,Transit,0.0124,,0,5076,0.73,0.79,,4.61,575.322
Kepler-828 b,1,Transit,,,,4954,0.73,0.82,-0.543,4.63,575.322
Kepler-829 b,1,Transit,0.0679,,0,5693,0.8,0.88,,4.57,1073.76
Kepler-829 b,1,Transit,0.0679,,0,5693,0.8,0.88,,4.57,1073.76
Kepler-829 b,1,Transit,0.07,,0,5707,0.84,0.95,,4.56,1073.76
Kepler-829 b,1,Transit,0.0678,,0,5679,0.79,0.89,,4.58,1073.76
Kepler-829 b,1,Transit,,,,5575,1.12,0.98,0.04,4.33,1073.76
Kepler-829 b,1,Transit,,,,5575,1.12,0.98,0.04,4.33,1073.76
Kepler-829 b,1,Transit,,,,5575,1.12,0.98,0.04,4.33,1073.76
Kepler-829 b,1,Transit,,,,5698,0.97,0.98,,4.46,1073.76
Kepler-829 b,1,Transit,0.0679,,0,5693,0.8,0.88,,4.57,1073.76
Kepler-829 b,1,Transit,,,,5686,1.1,,,,1073.76
Kepler-83 b,3,Transit,0.07295,,,3893,0.52,0.54,,,400.409
Kepler-83 b,3,Transit,0.0714,,0,3906,0.51,0.51,,4.73,400.409
Kepler-83 b,3,Transit,0.0729,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 b,3,Transit,,,,3907,0.61,,,,400.409
Kepler-83 b,3,Transit,0.078,,0,4648,0.61,0.66,,4.69,400.409
Kepler-83 b,3,Transit,,,,,0.61,0.66,,4.69,400.409
Kepler-83 b,3,Transit,,,,4082,0.56,0.58,,4.71,400.409
Kepler-83 b,3,Transit,,42.1,,,0.59,0.63,,,400.409
Kepler-83 b,3,Transit,,,,3989,0.54,0.56,,4.72,400.409
Kepler-83 b,3,Transit,0.0729,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 b,3,Transit,,,,4648,,,,,400.409
Kepler-83 b,3,Transit,,,,4003,0.59,0.63,-1.102,,400.409
Kepler-83 b,3,Transit,0.0729,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 b,3,Transit,,,,4648,,,,,400.409
Kepler-83 b,3,Transit,,,,4648,,,,,400.409
Kepler-83 c,3,Transit,,,,4648,,,,,400.409
Kepler-83 c,3,Transit,,,,3907,0.61,,,,400.409
Kepler-83 c,3,Transit,,,,4003,0.59,0.63,-1.102,,400.409
Kepler-83 c,3,Transit,,,,,0.61,0.66,,4.69,400.409
Kepler-83 c,3,Transit,,11.4,,,0.59,0.63,,,400.409
Kepler-83 c,3,Transit,,,,4648,,,,,400.409
Kepler-83 c,3,Transit,0.1178,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 c,3,Transit,,,,3989,0.54,0.56,,4.72,400.409
Kepler-83 c,3,Transit,0.126,,0,4648,0.61,0.66,,4.69,400.409
Kepler-83 c,3,Transit,,,,4648,,,,,400.409
Kepler-83 c,3,Transit,,,,4082,0.56,0.58,,4.71,400.409
Kepler-83 c,3,Transit,,,,4648,,,,,400.409
Kepler-83 c,3,Transit,0.1154,,0,3906,0.51,0.51,,4.73,400.409
Kepler-83 c,3,Transit,0.11796,,,3893,0.52,0.54,,,400.409
Kepler-83 c,3,Transit,0.1178,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 c,3,Transit,0.1178,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 d,3,Transit,0.051,,,4648,0.59,,,4.72,400.409
Kepler-83 d,3,Transit,0.0477,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 d,3,Transit,,,,4648,,,,,400.409
Kepler-83 d,3,Transit,0.04773,,,3893,0.52,0.54,,,400.409
Kepler-83 d,3,Transit,0.0467,,0,3906,0.51,0.51,,4.73,400.409
Kepler-83 d,3,Transit,,,,4648,,,,,400.409
Kepler-83 d,3,Transit,0.0477,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 d,3,Transit,,,,4003,0.59,0.63,-1.102,,400.409
Kepler-83 d,3,Transit,,,,3989,0.54,0.56,,4.72,400.409
Kepler-83 d,3,Transit,,,,4648,,,,,400.409
Kepler-83 d,3,Transit,,,,4082,0.56,0.58,,4.71,400.409
Kepler-83 d,3,Transit,0.051,,0,4648,0.61,0.66,,4.69,400.409
Kepler-83 d,3,Transit,0.0477,,0,3893,0.52,0.54,,4.74,400.409
Kepler-83 d,3,Transit,,,,4648,,,,,400.409
Kepler-83 d,3,Transit,,24.6,,,0.59,0.63,,,400.409
Kepler-83 d,3,Transit,,,,3907,0.61,,,,400.409
Kepler-830 b,1,Transit,,,,6037,1.11,1.07,,4.38,
Kepler-830 b,1,Transit,,,,,,,,,
Kepler-830 b,1,Transit,,,,,,,,,
Kepler-830 b,1,Transit,0.0968,,0,6241,1,0.95,,4.42,
Kepler-830 b,1,Transit,0.0968,,0,6241,1,0.95,,4.42,
Kepler-830 b,1,Transit,0.1033,,0,6096,1.18,1.16,,4.36,
Kepler-830 b,1,Transit,0.0968,,0,6241,1,0.95,,4.42,
Kepler-830 b,1,Transit,0.102,,0,6283,1.1,1.12,,4.41,
Kepler-831 b,1,Transit,,,,5750.35,1.02,1.03,0.012,4.43,593.54
Kepler-831 b,1,Transit,0.062,,0,5870,0.89,1,,4.54,593.54
Kepler-831 b,1,Transit,0.0603,,0,5637,0.96,0.92,,4.44,593.54
Kepler-831 b,1,Transit,0.0585,,0,5628,0.91,0.85,,4.45,593.54
Kepler-831 b,1,Transit,,,,5732,0.97,0.99,,4.46,593.54
Kepler-831 b,1,Transit,,,,5750.35,1.02,1.03,0.012,4.43,593.54
Kepler-831 b,1,Transit,0.0585,,0,5628,0.91,0.85,,4.45,593.54
Kepler-831 b,1,Transit,0.0585,,0,5628,0.91,0.85,,4.45,593.54
Kepler-831 b,1,Transit,,,,5750.35,1.02,1.03,0.012,4.43,593.54
Kepler-831 b,1,Transit,,,,5688,1.01,,,,593.54
Kepler-832 b,1,Transit,,,,5596,0.9,0.92,,4.5,1688.12
Kepler-832 b,1,Transit,0.075,,0,6014,0.99,1.1,,4.49,1688.12
Kepler-832 b,1,Transit,0.075,,0,6014,0.99,1.1,,4.49,1688.12
Kepler-832 b,1,Transit,,,,5705,1.11,1.02,0.07,4.36,1688.12
Kepler-832 b,1,Transit,0.075,,0,6014,0.99,1.1,,4.49,1688.12
Kepler-832 b,1,Transit,,,,5705,1.11,1.02,0.07,4.36,1688.12
Kepler-832 b,1,Transit,0.073,,0,5973,0.92,1.02,,4.52,1688.12
Kepler-832 b,1,Transit,,,,5705,1.11,1.02,0.07,4.36,1688.12
Kepler-832 b,1,Transit,,,,6025,1.11,,,,1688.12
Kepler-832 b,1,Transit,0.075,,0,6014,0.99,1.1,,4.49,1688.12
Kepler-833 b,1,Transit,0.117,,0,4373,0.57,0.61,,4.7,467.37
Kepler-833 b,1,Transit,0.1139,,0,3977,0.54,0.56,,4.72,467.37
Kepler-833 b,1,Transit,,,,4328,0.71,0.68,-0.793,4.56,467.37
Kepler-833 b,1,Transit,,,,4339,0.62,0.64,,4.67,467.37
Kepler-833 b,1,Transit,,,,4328,0.71,0.68,-0.793,4.56,467.37
Kepler-833 b,1,Transit,0.1139,,0,3976,0.54,0.56,,4.72,467.37
Kepler-833 b,1,Transit,,,,3977,0.69,,,,467.37
Kepler-833 b,1,Transit,0.1139,,0,3977,0.54,0.56,,4.72,467.37
Kepler-833 b,1,Transit,,,,4328,0.71,0.68,-0.793,4.56,467.37
Kepler-833 b,1,Transit,0.1139,,0,3977,0.54,0.56,,4.72,467.37
Kepler-834 b,1,Transit,0.0862,,0,3750,0.45,0.48,,4.81,633.937
Kepler-834 b,1,Transit,0.0862,,0,3751,0.45,0.48,,4.81,633.937
Kepler-834 b,1,Transit,,,,4554,0.66,0.7,,4.64,633.937
Kepler-834 b,1,Transit,0.096,,0,4518,0.58,0.66,,4.72,633.937
Kepler-834 b,1,Transit,,,,4423,0.72,0.69,-0.745,4.56,633.937
Kepler-834 b,1,Transit,0.0862,,0,3750,0.45,0.48,,4.81,633.937
Kepler-834 b,1,Transit,,,,4423,0.72,0.69,-0.745,4.56,633.937
Kepler-834 b,1,Transit,,,,4423,0.72,0.69,-0.745,4.56,633.937
Kepler-834 b,1,Transit,,,,3750,0.7,,,,633.937
Kepler-834 b,1,Transit,0.0862,,0,3750,0.45,0.48,,4.81,633.937
Kepler-835 b,1,Transit,,,,5954,1.11,1.08,,4.38,2406.33
Kepler-835 b,1,Transit,0.107,,0,6299,1.17,1.25,,4.4,2406.33
Kepler-835 b,1,Transit,0.107,,0,6299,1.17,1.25,,4.4,2406.33
Kepler-835 b,1,Transit,0.102,,0,6188,1.01,1.1,,4.47,2406.33
Kepler-835 b,1,Transit,,,,5855,1.42,1.06,0.33,4.16,2406.33
Kepler-835 b,1,Transit,0.107,,0,6311,1.17,1.25,,4.4,2406.33
Kepler-835 b,1,Transit,0.107,,0,6299,1.17,1.25,,4.4,2406.33
Kepler-835 b,1,Transit,,,,5855,1.42,1.06,0.33,4.16,2406.33
Kepler-836 b,1,Transit,0.1016,,0,6244,1.02,1.08,,4.46,980.035
Kepler-836 b,1,Transit,0.103,,0,6243,1.03,1.12,,4.46,980.035
Kepler-836 b,1,Transit,,,,6246,1.01,,,,980.035
Kepler-836 b,1,Transit,,,,5871,1.02,1.06,0.049,4.44,980.035
Kepler-836 b,1,Transit,0.1016,,0,6244,1.02,1.08,,4.46,980.035
Kepler-836 b,1,Transit,,,,5895,1.04,1.03,,4.41,980.035
Kepler-836 b,1,Transit,,,,5871,1.02,1.06,0.049,4.44,980.035
Kepler-836 b,1,Transit,,,,5871,1.02,1.06,0.049,4.44,980.035
Kepler-836 b,1,Transit,0.1016,,0,6244,1.02,1.08,,4.46,980.035
Kepler-836 b,1,Transit,0.1013,,0,6244,1.01,1.07,,4.46,980.035
Kepler-837 b,1,Transit,0.1144,,0,5818,0.85,0.73,,4.44,901.907
Kepler-837 b,1,Transit,,,,5403,0.81,0.85,,4.56,901.907
Kepler-837 b,1,Transit,0.1144,,0,5818,0.85,0.73,,4.44,901.907
Kepler-837 b,1,Transit,,,,5608,0.78,0.99,-0.271,4.65,901.907
Kepler-837 b,1,Transit,0.1144,,0,5818,0.85,0.73,,4.44,901.907
Kepler-837 b,1,Transit,,,,5608,0.78,0.99,-0.271,4.65,901.907
Kepler-837 b,1,Transit,,,,5815,0.84,,,,901.907
Kepler-837 b,1,Transit,0.126,,0,5918,1.05,0.98,,4.38,901.907
Kepler-837 b,1,Transit,0.1144,,0,5818,0.85,0.73,,4.44,901.907
Kepler-837 b,1,Transit,,,,5608,0.78,0.99,-0.271,4.65,901.907
Kepler-838 b,1,Transit,,,,5770,0.96,0.98,,4.46,1104.04
Kepler-838 b,1,Transit,0.127,,0,6171,1.01,1.09,,4.47,1104.04
Kepler-838 b,1,Transit,,,,5773,0.89,1.03,-0.099,4.55,1104.04
Kepler-838 b,1,Transit,0.1266,,0,6178,1.02,1.09,,4.46,1104.04
Kepler-838 b,1,Transit,,,,5773,0.89,1.03,-0.099,4.55,1104.04
Kepler-838 b,1,Transit,0.1266,,0,6191,1.02,1.09,,4.45,1104.04
Kepler-838 b,1,Transit,0.1266,,0,6178,1.02,1.09,,4.46,1104.04
Kepler-838 b,1,Transit,,,,5773,0.89,1.03,-0.099,4.55,1104.04
Kepler-838 b,1,Transit,,,,6189,0.86,,,,1104.04
Kepler-838 b,1,Transit,0.1266,,0,6178,1.02,1.09,,4.46,1104.04
Kepler-839 b,1,Transit,,,,5927.07,1.57,1.08,0.437,4.08,944.561
Kepler-839 b,1,Transit,,,,6058,1.31,1.22,,4.29,944.561
Kepler-839 b,1,Transit,,,,5927.07,1.57,1.08,0.437,4.08,944.561
Kepler-839 b,1,Transit,0.2281,,0,6228,1.14,1.1,,4.37,944.561
Kepler-839 b,1,Transit,0.2341,,0,5988,1.31,1.2,,4.28,944.561
Kepler-839 b,1,Transit,0.2281,,0,6228,1.14,1.1,,4.37,944.561
Kepler-839 b,1,Transit,0.227,,0,6210,1.08,1.09,,4.41,944.561
Kepler-839 b,1,Transit,,,,5927.07,1.57,1.08,0.437,4.08,944.561
Kepler-839 b,1,Transit,,,,5936,1.51,,,,944.561
Kepler-839 b,1,Transit,0.2281,,0,6228,1.14,1.1,,4.37,944.561
Kepler-84 b,5,Transit,,,,,,,,,1023.9
Kepler-84 b,5,Transit,,40,,,1.02,1,,,1023.9
Kepler-84 b,5,Transit,,,,6039,1.11,1.06,,4.37,1023.9
Kepler-84 b,5,Transit,0.083,,0,6013,1.03,1.02,,4.42,1023.9
Kepler-84 b,5,Transit,,,,,1.43,1,,4.13,1023.9
Kepler-84 b,5,Transit,,,,,,,,,1023.9
Kepler-84 b,5,Transit,0.0827,,0,6036,1.13,0.99,,4.33,1023.9
Kepler-84 b,5,Transit,0.0831,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 b,5,Transit,0.0831,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 b,5,Transit,,,,,,,,,1023.9
Kepler-84 b,5,Transit,0.0831,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 c,5,Transit,0.1078,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 c,5,Transit,,,,,1.43,1,,4.13,1023.9
Kepler-84 c,5,Transit,0.1078,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 c,5,Transit,0.108,,0,6013,1.03,1.02,,4.42,1023.9
Kepler-84 c,5,Transit,,,,,,,,,1023.9
Kepler-84 c,5,Transit,,,,,,,,,1023.9
Kepler-84 c,5,Transit,0.1072,,0,6036,1.13,0.99,,4.33,1023.9
Kepler-84 c,5,Transit,,20.2,,,1.02,1,,,1023.9
Kepler-84 c,5,Transit,0.1078,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 c,5,Transit,,,,6039,1.11,1.06,,4.37,1023.9
Kepler-84 d,5,Transit,0.0512,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 d,5,Transit,0.052,,,6031,1.17,,,4.32,1023.9
Kepler-84 d,5,Transit,,,,,,,,,1023.9
Kepler-84 d,5,Transit,0.051,,0,6036,1.13,0.99,,4.33,1023.9
Kepler-84 d,5,Transit,0.0512,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 d,5,Transit,,,,,,,,,1023.9
Kepler-84 d,5,Transit,0.051,,0,6013,1.03,1.02,,4.42,1023.9
Kepler-84 d,5,Transit,0.0512,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 d,5,Transit,,,,6039,1.11,1.06,,4.37,1023.9
Kepler-84 e,5,Transit,0.1784,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 e,5,Transit,,,,,,,,,1023.9
Kepler-84 e,5,Transit,,,,,,,,,1023.9
Kepler-84 e,5,Transit,,,,,,,,,1023.9
Kepler-84 e,5,Transit,,,,6039,1.11,1.06,,4.37,1023.9
Kepler-84 e,5,Transit,0.1774,,0,6036,1.13,0.99,,4.33,1023.9
Kepler-84 e,5,Transit,0.181,,,6031,1.17,,,4.32,1023.9
Kepler-84 e,5,Transit,0.1784,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 e,5,Transit,0.179,,0,6013,1.03,1.02,,4.42,1023.9
Kepler-84 e,5,Transit,0.1784,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 f,5,Transit,0.2465,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 f,5,Transit,0.247,,0,6013,1.03,1.02,,4.42,1023.9
Kepler-84 f,5,Transit,,,,,,,,,1023.9
Kepler-84 f,5,Transit,,,,,,,,,1023.9
Kepler-84 f,5,Transit,0.2465,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 f,5,Transit,,,,6039,1.11,1.06,,4.37,1023.9
Kepler-84 f,5,Transit,0.25,,,6031,1.17,,,4.32,1023.9
Kepler-84 f,5,Transit,0.2465,,0,6028,1.02,1,,4.42,1023.9
Kepler-84 f,5,Transit,,,,,,,,,1023.9
Kepler-84 f,5,Transit,0.2451,,0,6036,1.13,0.99,,4.33,1023.9
Kepler-841 b,1,Transit,,,,5177,0.82,0.88,-0.362,4.56,998.961
Kepler-841 b,1,Transit,0.471,,0,5503,0.79,0.9,,4.59,998.961
Kepler-841 b,1,Transit,,,,5324,0.81,0.85,,4.56,998.961
Kepler-841 b,1,Transit,0.4494,,0,5446,0.72,0.78,,4.62,998.961
Kepler-841 b,1,Transit,,,,5023,0.81,,,,998.961
Kepler-841 b,1,Transit,0.479,,0,5066,1.66,0.94,,3.97,998.961
Kepler-841 b,1,Transit,0.4494,,0,5446,0.72,0.78,,4.62,998.961
Kepler-841 b,1,Transit,0.4494,,0,5446,0.72,0.78,,4.62,998.961
Kepler-841 b,1,Transit,,,,5177,0.82,0.88,-0.362,4.56,998.961
Kepler-842 b,1,Transit,0.02,,0,4797,0.64,0.72,,4.69,532.726
Kepler-842 b,1,Transit,0.0204,,0,4838,0.7,0.78,,4.62,532.726
Kepler-842 b,1,Transit,,,,4668,0.76,0.74,-0.612,4.55,532.726
Kepler-842 b,1,Transit,0.0204,,0,4845,0.71,0.77,,4.61,532.726
Kepler-842 b,1,Transit,,,,4668,0.76,0.74,-0.612,4.55,532.726
Kepler-842 b,1,Transit,,,,4836,0.71,,,,532.726
Kepler-842 b,1,Transit,,,,4668,0.76,0.74,-0.612,4.55,532.726
Kepler-842 b,1,Transit,0.0204,,0,4845,0.71,0.77,,4.61,532.726
Kepler-842 b,1,Transit,,,,4848,0.73,0.78,,4.6,532.726
Kepler-842 b,1,Transit,0.0204,,0,4845,0.71,0.77,,4.61,532.726
Kepler-843 b,1,Transit,,,,5621,1,1,-0.047,4.44,1165.66
Kepler-843 b,1,Transit,0.0315,,0,5868,0.89,0.99,,4.53,1165.66
Kepler-843 b,1,Transit,0.0315,,0,5868,0.89,0.99,,4.53,1165.66
Kepler-843 b,1,Transit,,,,5621,1,1,-0.047,4.44,1165.66
Kepler-843 b,1,Transit,0.0313,,0,5632,1.18,0.96,,4.28,1165.66
Kepler-843 b,1,Transit,0.032,,0,5853,0.89,0.99,,4.54,1165.66
Kepler-843 b,1,Transit,,,,5621,1,1,-0.047,4.44,1165.66
Kepler-843 b,1,Transit,,,,5830,1.03,1.02,,4.42,1165.66
Kepler-843 b,1,Transit,0.0315,,0,5868,0.89,0.99,,4.53,1165.66
Kepler-843 b,1,Transit,,,,5631,0.98,,,,1165.66
Kepler-844 b,1,Transit,,,,3880,0.63,,,,431.776
Kepler-844 b,1,Transit,0.0301,,0,3878,0.51,0.53,,4.75,431.776
Kepler-844 b,1,Transit,0.0298,,0,3883,0.52,0.52,,4.72,431.776
Kepler-844 b,1,Transit,0.0301,,0,3878,0.51,0.53,,4.75,431.776
Kepler-844 b,1,Transit,,,,3965.18,0.73,0.62,-0.921,4.5,431.776
Kepler-844 b,1,Transit,,,,4128,0.57,0.59,,4.7,431.776
Kepler-844 b,1,Transit,0.0301,,0,3878,0.51,0.53,,4.75,431.776
Kepler-844 b,1,Transit,0.031,,0,4168,0.54,0.57,,4.73,431.776
Kepler-845 b,1,Transit,0.017,,0,4815,0.7,0.8,,4.63,431.051
Kepler-845 b,1,Transit,,,,4655.78,0.77,0.74,-0.605,4.54,431.051
Kepler-845 b,1,Transit,,,,4913,0.75,0.79,,4.59,431.051
Kepler-845 b,1,Transit,0.017,,0,4911,0.78,0.75,,4.53,431.051
Kepler-845 b,1,Transit,,,,4655.78,0.77,0.74,-0.605,4.54,431.051
Kepler-845 b,1,Transit,,,,4773,0.69,,,,431.051
Kepler-845 b,1,Transit,0.017,,0,4858,0.69,0.7,,4.61,431.051
Kepler-845 b,1,Transit,0.017,,0,4911,0.78,0.75,,4.53,431.051
Kepler-845 b,1,Transit,,,,4655.78,0.77,0.74,-0.605,4.54,431.051
Kepler-845 b,1,Transit,0.017,,0,4911,0.78,0.75,,4.53,431.051
Kepler-846 b,1,Transit,,,,5494,0.86,0.96,-0.217,4.55,1127.12
Kepler-846 b,1,Transit,0.1406,,0,5787,0.85,0.94,,4.55,1127.12
Kepler-846 b,1,Transit,,,,5494,0.86,0.96,-0.217,4.55,1127.12
Kepler-846 b,1,Transit,,,,5494,0.86,0.96,-0.217,4.55,1127.12
Kepler-846 b,1,Transit,0.1399,,0,5775,0.84,0.93,,4.56,1127.12
